8.304200	128.399399	144.258606
8.265400	128.399597	144.258408
8.990500	128.387207	144.248505
8.769100	128.404907	144.227600
8.800500	128.395294	144.256500
8.770500	128.396103	144.257599
8.737900	128.402893	144.228195
8.705400	128.401306	144.228806
8.674700	128.401398	144.229797
8.738800	128.396805	144.258896
8.705900	128.397095	144.259995
8.674700	128.399506	144.261597
8.644400	128.401398	144.263199
8.888800	128.389999	144.251404
8.858500	128.392593	144.251297
8.826000	128.391205	144.250198
8.793300	128.389893	144.249100
8.763100	128.389297	144.248306
8.733800	128.389694	144.247803
8.702000	128.387497	144.246506
8.668400	128.385895	144.245407
8.637600	128.386200	144.244797
8.608700	128.384598	144.243805
8.577500	128.384598	144.243195
8.452800	128.384995	144.240906
8.419800	128.384094	144.240005
8.387200	128.386993	144.240097
8.358100	128.385406	144.239197
8.328100	128.387100	144.239105
8.296000	128.382904	144.237503
8.263500	128.384995	144.237503
8.233400	128.387894	144.237701
8.203700	128.387802	144.237198
8.172500	128.384903	144.235992
8.139900	128.387802	144.236206
8.109200	128.386307	144.235306
8.079900	128.389206	144.235596
8.016700	128.385696	144.233795
7.985500	128.385406	144.233307
7.955800	128.387100	144.233307
7.983000	128.406006	144.270401
8.447900	128.398407	144.259903
8.479200	128.393799	144.256500
8.357100	128.386505	144.234100
8.390100	128.386902	144.231598
8.420100	128.395401	144.231201
8.417900	128.399902	144.262604
8.349200	128.405197	144.269196
8.384100	128.400696	144.265503
8.051100	128.389008	144.244400
8.003600	128.392105	144.245895
7.979400	128.391098	144.245895
8.026900	128.389099	144.244705
8.076400	128.388794	144.244003
7.953300	128.391403	144.246307
8.586200	128.380997	144.237900
8.635200	128.381302	144.237793
8.611900	128.381393	144.237900
8.514300	128.381805	144.238403
8.463300	128.382095	144.238800
8.439900	128.381607	144.238800
8.489100	128.380905	144.238297
8.367100	128.386093	144.240601
8.392100	128.383499	144.239594
8.416900	128.384293	144.239700
8.537400	128.381302	144.238205
8.561000	128.382202	144.238297
8.694100	128.411804	144.268402
8.669400	128.413193	144.269897
8.400000	128.412994	144.256104
8.375500	128.407501	144.255798
8.351800	128.404694	144.256104
8.328900	128.404404	144.257095
8.305700	128.401596	144.257401
8.280400	128.401901	144.258698
8.254800	128.405594	144.261002
8.231200	128.409698	144.263306
8.622400	128.393097	144.227005
8.592900	128.392395	144.227203
8.621900	128.400299	144.257797
8.565700	128.398407	144.257797
8.592400	128.399399	144.257797
8.993700	128.396103	144.254501
8.963600	128.396393	144.254700
8.934400	128.395004	144.254501
8.907500	128.396194	144.254898
8.821000	128.394196	144.254898
8.850300	128.397507	144.255600
8.794200	128.395905	144.255493
8.766400	128.399200	144.256500
8.680000	128.390900	144.226105
8.652500	128.392899	144.226807
8.736400	128.396103	144.255905
8.707100	128.400299	144.257095
8.679600	128.397797	144.256805
8.652100	128.397598	144.256897
8.697200	128.397400	144.256500
8.670200	128.394394	144.226898
8.639400	128.400604	144.259598
8.670100	128.398407	144.257797
8.898000	128.386398	144.242493
8.927500	128.388199	144.243393
8.959400	128.386002	144.243500
8.992400	128.387100	144.244400
8.837000	128.389999	144.259399
8.851100	128.387405	144.256500
8.867800	128.383499	144.252594
8.814400	128.371002	144.236496
8.797400	128.374802	144.240295
8.821800	128.397003	144.264694
8.782800	128.377808	144.243607
8.769600	128.378494	144.245605
8.753400	128.382202	144.249405
8.605200	128.385605	144.253296
8.591500	128.387405	144.255905
8.718100	128.358902	144.225998
8.708100	128.391205	144.259399
8.736200	128.384705	144.252701
8.721300	128.388397	144.256393
8.683600	128.369400	144.235397
8.667300	128.374893	144.240204
8.689900	128.401596	144.266693
8.700800	128.366394	144.231796
8.653700	128.376907	144.242905
8.637900	128.380096	144.246399
8.621200	128.382202	144.249603
8.672600	128.404694	144.270401
8.995700	128.388397	144.256393
8.988200	128.358597	144.226196
8.959000	128.366592	144.233505
8.962100	128.400208	144.266006
8.949000	128.401505	144.268204
8.979200	128.390396	144.259201
8.911200	128.378296	144.244797
8.943800	128.371094	144.237503
8.927500	128.373596	144.240601
8.971800	128.366104	144.231796
8.846000	128.359695	144.227097
8.897500	128.380402	144.247498
8.883600	128.382004	144.249893
8.831900	128.363098	144.230499
8.336600	128.392807	144.259506
8.352300	128.387299	144.254700
8.312700	128.371796	144.236206
8.320300	128.396896	144.263794
8.296000	128.375397	144.240295
8.264600	128.383301	144.248505
8.280900	128.378799	144.244003
8.567000	128.368393	144.233505
8.550000	128.372498	144.237595
8.575300	128.392899	144.260696
8.520700	128.378906	144.244507
8.535900	128.375107	144.240799
8.503900	128.382294	144.248398
8.487100	128.384796	144.251801
8.457400	128.391205	144.258896
8.472000	128.388000	144.255402
8.431100	128.375107	144.238098
8.467800	128.359894	144.225998
8.450100	128.366898	144.231705
8.585400	128.361893	144.227905
8.401400	128.378998	144.244003
8.416000	128.376404	144.240799
8.385100	128.382202	144.247803
8.347500	128.361404	144.226501
8.368700	128.383194	144.250595
8.331700	128.363998	144.229904
8.301000	128.405502	144.270493
8.556300	128.401398	144.267197
8.439100	128.399902	144.265503
8.107800	128.397202	144.260803
8.212600	128.399094	144.263306
8.229500	128.391907	144.257507
8.191000	128.375702	144.238693
8.173300	128.378906	144.242706
8.223700	128.367996	144.230301
8.239900	128.362793	144.225601
8.247100	128.387100	144.252701
8.209200	128.368805	144.232895
8.144300	128.384003	144.249298
8.158000	128.383301	144.246994
8.119300	128.365997	144.227905
8.104600	128.367401	144.230606
8.127200	128.388596	144.253906
8.055400	128.378494	144.242996
8.024200	128.385406	144.250900
8.007400	128.390701	144.255798
7.989800	128.394897	144.260498
