14.507500	125.371201	144.226700
14.484800	125.376801	144.227203
14.543400	125.444504	144.226303
14.476400	125.458397	144.227097
14.520400	125.448997	144.226501
14.497800	125.456596	144.227707
14.489100	125.536697	144.226898
14.510600	125.534897	144.227402
14.533600	125.528999	144.226807
14.481600	125.620399	144.227097
14.502000	125.616600	144.227005
14.523900	125.615700	144.227707
14.547700	125.614601	144.228607
14.514800	125.694901	144.226303
14.537000	125.695999	144.227707
14.475400	125.408501	144.227005
14.482800	125.409401	144.227402
14.482200	125.425400	144.227493
14.502600	125.314796	144.227005
14.501900	125.332100	144.228394
14.510900	125.314697	144.226501
14.476600	125.377998	144.228104
14.484100	125.377899	144.227707
14.476000	125.393303	144.227600
14.483400	125.393600	144.227493
14.491200	125.394699	144.228104
14.509700	125.347504	144.227707
14.510300	125.330399	144.226501
14.517900	125.330704	144.226501
14.517300	125.347298	144.227203
14.490600	125.410698	144.228195
14.540100	125.379601	144.226807
14.531300	125.387703	144.234497
14.539600	125.395500	144.226807
14.531000	125.395798	144.227402
14.547500	125.395401	144.226395
14.525200	125.332298	144.227600
14.504600	125.491402	144.227798
14.496600	125.475403	144.228302
14.505800	125.458603	144.227295
14.497000	125.465202	144.233597
14.513900	125.445000	144.229095
14.513400	125.459396	144.227600
14.506000	125.451698	144.235504
14.505200	125.474899	144.227493
14.512900	125.474899	144.227097
14.520400	125.474800	144.226700
14.520900	125.459801	144.227707
14.512300	125.490799	144.226807
14.519900	125.490898	144.226593
14.539100	125.411201	144.226593
14.547000	125.411003	144.225998
14.499900	126.090698	144.230103
14.508300	126.105103	144.226898
14.508800	126.087799	144.227402
14.514300	126.233398	144.226303
14.495500	126.173599	144.228699
14.502000	126.248497	144.227707
14.495900	126.006699	144.228500
14.480500	125.583000	144.226807
14.480200	125.690697	144.226395
14.480700	125.636703	144.226700
14.480100	125.611099	144.227203
14.487200	125.603699	144.227005
14.493900	125.596497	144.226807
14.486200	125.630302	144.226303
14.493100	125.624199	144.226700
14.500300	125.616798	144.226700
14.506900	125.609497	144.226303
14.479700	125.664497	144.226593
14.487300	125.657402	144.226898
14.494000	125.650200	144.226700
14.486700	125.684898	144.226807
14.492700	125.677696	144.226105
14.500700	125.670998	144.226898
14.507100	125.663498	144.226303
14.499400	125.643600	144.225998
14.505900	125.637199	144.226105
14.513600	125.630203	144.226501
14.519900	125.622704	144.225906
14.512900	125.657402	144.226105
14.519400	125.650803	144.226105
14.526800	125.643600	144.226196
14.533100	125.635803	144.225494
14.479800	125.718697	144.226700
14.486600	125.711098	144.226303
14.493300	125.704201	144.226196
14.480100	125.745598	144.226700
14.486100	125.738998	144.226395
14.493300	125.732597	144.226807
14.500100	125.724899	144.226303
14.506800	125.718102	144.226105
14.479400	125.773300	144.226700
14.486500	125.765900	144.226501
14.493500	125.759499	144.226807
14.479300	125.800797	144.226898
14.485500	125.793900	144.226395
14.492400	125.786903	144.226303
14.499800	125.779701	144.226303
14.506900	125.773499	144.226700
14.499500	125.752899	144.226395
14.506000	125.745697	144.225998
14.513600	125.738800	144.226196
14.520100	125.731697	144.225906
14.512700	125.766502	144.225998
14.519800	125.759903	144.226196
14.526700	125.752296	144.225800
14.533500	125.745399	144.225693
14.500200	125.698700	144.226898
14.506000	125.691399	144.226105
14.514100	125.684700	144.226807
14.520500	125.677101	144.226196
14.513800	125.712700	144.227005
14.519700	125.705299	144.226196
14.528000	125.698799	144.227203
14.534000	125.690903	144.226105
14.541500	125.672997	144.220703
14.526400	125.670998	144.226105
14.533100	125.664703	144.226303
14.540100	125.656898	144.225906
